course_title,course_url,platform,language,duration,difficulty_level,rating_out_of_5
interpreting-for-refugees,https://www.futurelearn.com/courses/ore-geology-in-the-epicentre-of-the-fossil-free-energy-transition-,FutureLearn,English,4 weeks,Beginner,4.5
interpreting-genomic-variation-fundamental-principles,https://www.futurelearn.com/courses/organ-donation,FutureLearn,English,4 weeks,Beginner,4.5
interpreting-genomic-variation-inherited-cancer-susceptibility,https://www.futurelearn.com/courses/organising-for-sustainable-development-goals,FutureLearn,English,4 weeks,Beginner,4.5
interpreting-genomic-variation-overcoming-challenges-in-diverse-populations,https://www.futurelearn.com/courses/orion,FutureLearn,English,4 weeks,Beginner,4.5
interrailing,https://www.futurelearn.com/courses/orthoptics-how-to-be-a-brilliant-allied-health-profession,FutureLearn,English,4 weeks,Beginner,4.5
interview-preparation-for-java-developers,https://www.futurelearn.com/courses/outdoor-fitness-business-sc,FutureLearn,English,4 weeks,Beginner,4.5
interviews,https://www.futurelearn.com/courses/outpatient-parenteral-antimicrobial-therapy,FutureLearn,English,4 weeks,Beginner,4.5
interview-skills-for-university-nursing-programme-applicants,https://www.futurelearn.com/courses/overcoming-imposter-syndrome,FutureLearn,English,4 weeks,Beginner,4.5
int-human-rights-law,https://www.futurelearn.com/courses/overpopulation-resource-depletion-and-human-innovation,FutureLearn,English,4 weeks,Beginner,4.5
intimate-partner-domestic-violence,https://www.futurelearn.com/courses/overview-and-formulation-of-biotechnology-products,FutureLearn,English,4 weeks,Beginner,4.5
intravenous-oral-switch,https://www.futurelearn.com/courses/owned-media,FutureLearn,English,4 weeks,Beginner,4.5
intro-application-robotic-tools,https://www.futurelearn.com/courses/paediatric-dentistry,FutureLearn,English,4 weeks,Beginner,4.5
introduccion-a-la-microbiologia-practica,https://www.futurelearn.com/courses/paediatric-gastroenterology-management-of-foreign-body-ingestion-in-children,FutureLearn,English,4 weeks,Beginner,4.5
Introducing International Relations,https://www.futurelearn.com/courses/paid-media,FutureLearn,English,4 weeks,Beginner,4.5
introducing-art-history-discovering-public-sculpture,https://www.futurelearn.com/courses/palliative-care-easing-physical-symptoms,FutureLearn,English,4 weeks,Beginner,4.5
introducing-sustainable-urban-mobility,https://www.futurelearn.com/courses/palliative-care-pain-management-for-your-patients,FutureLearn,English,4 weeks,Beginner,4.5
introducing-sustainable-urban-mobility-sp,https://www.futurelearn.com/courses/palliative-care-psychosocial-spiritual-aspects,FutureLearn,English,4 weeks,Beginner,4.5
Introduction to bookkeeping and accounting,https://www.futurelearn.com/courses/palliative-care-supporting-patients-serious-illness,FutureLearn,English,4 weeks,Beginner,4.5
Introduction to bookkeeping and accounting,https://www.futurelearn.com/courses/passport,FutureLearn,English,4 weeks,Beginner,4.5
Introduction to cyber security: stay safe online,https://www.futurelearn.com/courses/pathways-to-property,FutureLearn,English,4 weeks,Beginner,4.5
Introduction to cyber security: stay safe online,https://www.futurelearn.com/courses/pathways-to-success-making-the-most-of-your-time-at-university,FutureLearn,English,4 weeks,Beginner,4.5
Introduction to Spanish,https://www.futurelearn.com/courses/payment-technology,FutureLearn,English,4 weeks,Beginner,4.5
Introduction to Spanish,https://www.futurelearn.com/courses/peak,FutureLearn,English,4 weeks,Beginner,4.5
Introduction to Ukrainian language and culture,https://www.futurelearn.com/courses/peak-portuguese,FutureLearn,English,4 weeks,Beginner,4.5
introduction-artificial-intelligence-tourism,https://www.futurelearn.com/courses/peak-spanish,FutureLearn,English,4 weeks,Beginner,4.5
introduction-azure-architect-technologies,https://www.futurelearn.com/courses/peer-leadership-foundation-step-1,FutureLearn,English,4 weeks,Beginner,4.5
introduction-business-intelligence-data-analytics,https://www.futurelearn.com/courses/peer-leadership-foundation-step-2,FutureLearn,English,4 weeks,Beginner,4.5
introduction-careers-in-fashion-design,https://www.futurelearn.com/courses/people-centred-policy-design-putting-diverse-voices-and-perspectives-at-the-heart-of-policy,FutureLearn,English,4 weeks,Beginner,4.5
introduction-data-science-microsoft-azure-using-r-programming,https://www.futurelearn.com/courses/people-management-skills,FutureLearn,English,4 weeks,Beginner,4.5
introduction-data-to-analysis-using-msft-excel,https://www.futurelearn.com/courses/people-networks-and-neighbours,FutureLearn,English,4 weeks,Beginner,4.5
introduction-fashion-brand-marketing-retailing,https://www.futurelearn.com/courses/people-power-and-politics-influencing-political-decision-makers-on-human-rights,FutureLearn,English,4 weeks,Beginner,4.5
introduction-fashion-marketing-research,https://www.futurelearn.com/courses/pep-talk-supporting-young-people-mental-health,FutureLearn,English,4 weeks,Beginner,4.5
introduction-pre-contract-management-practices,https://www.futurelearn.com/courses/perioperative-medicine,FutureLearn,English,4 weeks,Beginner,4.5
introduction-sustainability-development,https://www.futurelearn.com/courses/personal-assistants-disability-support,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-3d-for-screen-production,https://www.futurelearn.com/courses/personal-financial-planning-and-budgeting,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-acting-principles-and-challenges,https://www.futurelearn.com/courses/peterloo-to-the-pankhursts-radicalism-and-reform-in-the-nineteenth-century,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-acute-respiratory-failure,https://www.futurelearn.com/courses/pharmacokinetics-and-dosing-regimen-in-renal-disease,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-ai,https://www.futurelearn.com/courses/pharmacy-for-beginners,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-ai-applications-in-pulmonary-medicine,https://www.futurelearn.com/courses/pharmacy-preceptor,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-anatomy,https://www.futurelearn.com/courses/phd-preparation-for-fine-art-design-and-film,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-applied-leadership-and-self-development-the-fundamental-tools,https://www.futurelearn.com/courses/photographing-the-holocaust,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-applied-linguistics,https://www.futurelearn.com/courses/physical-theatre-exploring-the-slap,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-automated-testing-solutions-using-python-and-selenium-webdriver,https://www.futurelearn.com/courses/pictures-of-youth-introduction-childrens-visual-culture,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-bash-script-automation,https://www.futurelearn.com/courses/plan-for-project-success,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-behavioural-activation-for-depression,https://www.futurelearn.com/courses/planet-earth,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-behaviour-change-concepts-history-and-global-impacts-,https://www.futurelearn.com/courses/plant-phenotyping-technologies,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-big-data-analytics-with-hadoop,https://www.futurelearn.com/courses/play,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-biosafety-for-modern-biotechnology,https://www.futurelearn.com/courses/play-full-getting-creative-with-design-thinking-in-health-and-care,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-blockchain-dlt,https://www.futurelearn.com/courses/ploughing-new-ground-principles-of-rural-entrepreneurship,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-blockchain-for-business,https://www.futurelearn.com/courses/plurilingual-classrooms-in-action,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-business-law,https://www.futurelearn.com/courses/point-prevalence-surveys,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-business-management,https://www.futurelearn.com/courses/politics-and-philosophy-in-leadership,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-chinese,https://www.futurelearn.com/courses/politics-and-philosophy-in-leadership-sc,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-chinese-language,https://www.futurelearn.com/courses/politics-of-economics,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-climate-justice-and-equity,https://www.futurelearn.com/courses/population-10-billion,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-comparative-indo-european-linguistics,https://www.futurelearn.com/courses/post-traumatic-stress-disorder-ptsd-in-the-global-context,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-content-design,https://www.futurelearn.com/courses/postoperative-care-of-the-high-risk-surgical-patient,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-conversational-interfaces,https://www.futurelearn.com/courses/poultry-health,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-corporate-treasury,https://www.futurelearn.com/courses/power-in-crisis-politics-in-the-21st-century,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-creative-ai,https://www.futurelearn.com/courses/practical-ethics-screening-for-and-against-disability,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-cultural-intelligence,https://www.futurelearn.com/courses/practical-machine-learning-for-ai-foundational-skills-and-experiments,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-cyber-security,https://www.futurelearn.com/courses/practical-skills-for-teaching-inclusive-history-cargo-classroom,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-data-analytics-for-investment,https://www.futurelearn.com/courses/precalculus,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-data-analytics-with-python,https://www.futurelearn.com/courses/premiers-secours-psychologiques-version-pour-lafrique,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-data-health-science,https://www.futurelearn.com/courses/prepare-for-your-science-degree,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-data-science-for-business,https://www.futurelearn.com/courses/prepare-to-study-uk,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-data-science-for-healthcare-professionals,https://www.futurelearn.com/courses/preparing-for-a-pgce,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-data-visualisation-with-python,https://www.futurelearn.com/courses/preparing-for-higher-education,FutureLearn,English,4 weeks,Beginner,4.5
introductiontodesignthinking,https://www.futurelearn.com/courses/preparing-for-pte-academic,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-digital-education,https://www.futurelearn.com/courses/preparing-for-teaching,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-digital-fashion-design-skills,https://www.futurelearn.com/courses/preparing-for-uni,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-emerging-technologies-in-a-professional-kitchen,https://www.futurelearn.com/courses/preparing-to-learn-online-at-university,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-energy-systems-integration,https://www.futurelearn.com/courses/presenting-your-work-with-impact,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-engagement-and-motivation-at-work,https://www.futurelearn.com/courses/presenting-your-work-with-impact-presentation-skills-training-sc,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-entrepreneurship-innovation-management,https://www.futurelearn.com/courses/presenting-your-work-with-impact-sc,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-environmental-cost-benefit-analysis,https://www.futurelearn.com/courses/preventing-and-managing-infections-in-childcare-and-pre-school-settings,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-environmental-science,https://www.futurelearn.com/courses/pricing-strategy-revenue-management,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-financial-accounting,https://www.futurelearn.com/courses/primary-science,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-financial-management,https://www.futurelearn.com/courses/principles-of-engineering,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-fintech-and-financial-innovation-1,https://www.futurelearn.com/courses/principles-of-evidence-based-medicine-in-clinical-pharmacy,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-forecasting-in-business,https://www.futurelearn.com/courses/principles-of-life-cycle-assessment-for-sustainability,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-forensic-science,https://www.futurelearn.com/courses/principles-of-physical-health-assessment,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-freehand-drawing-and-sketching-for-architecture-and-design,https://www.futurelearn.com/courses/principles-of-service-management,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-gis-tools-and-cartography-and-geovisualisation,https://www.futurelearn.com/courses/principles-of-wealth-management,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-haccp,https://www.futurelearn.com/courses/prison-health-vaccinations-for-people-working-and-living-in-prisons,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-healthcare-management,https://www.futurelearn.com/courses/prison-health-vaccinations-for-people-working-and-living-in-prisons-non-vaccine-trained-staff-,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-health-psychology,https://www.futurelearn.com/courses/prison-health-vaccinations-for-people-working-and-living-in-prisons-non-vaccine-trained-staff-french,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-humanitarian-aid-pl,https://www.futurelearn.com/courses/procalcitonin-pct-as-a-biomarker-for-antimicrobial-stewardship,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-humanitarian-aid-ukr,https://www.futurelearn.com/courses/procurement-strategies-and-tendering,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-image-analysis-for-plant-phenotyping,https://www.futurelearn.com/courses/product-design-manufacturing-processes-fashion-industry,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-indie-games,https://www.futurelearn.com/courses/product-management-essentials,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-information-security-management,https://www.futurelearn.com/courses/production-design,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-international-human-resources-management,https://www.futurelearn.com/courses/professional-etiquette,FutureLearn,English,8 weeks,Advanced,4.5
introduction-to-javascript-1,https://www.futurelearn.com/courses/professional-resilience,FutureLearn,English,8 weeks,Advanced,4.5
introduction-to-korean,https://www.futurelearn.com/courses/programme-design-for-children-associated-with-armed-forces-and-armed-groups-caafag-,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-korean-2,https://www.futurelearn.com/courses/programming-for-everybody-python,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-lasers,https://www.futurelearn.com/courses/project-management-beyond-the-basics,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-leadership-for-personalised-care,https://www.futurelearn.com/courses/project-management-insights,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-magnetism-the-challenges-of-rare-earth-magnets,https://www.futurelearn.com/courses/project-planning-and-communication-et,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-maintenance-engineering,https://www.futurelearn.com/courses/project-risk-and-control-management-et,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-marketing,https://www.futurelearn.com/courses/promoting-democracy-a-guide-for-teachers,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-menu-engineering,https://www.futurelearn.com/courses/propaganda,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-microbiology,https://www.futurelearn.com/courses/property-value,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-microsoft-power-platform-for-business,https://www.futurelearn.com/courses/proteccion-de-la-infancia-durante-covid-19,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-modern-art,https://www.futurelearn.com/courses/protect-the-protest-using-our-rights-to-freedom-of-assembly-and-expression,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-networking-basics-with-ccna,https://www.futurelearn.com/courses/protecting-children-during-covid-19,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-norwegian-2,https://www.futurelearn.com/courses/protecting-health-data,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-nutritional-psychiatry-nutri-psyche-,https://www.futurelearn.com/courses/psychological-first-aid,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-offshore-wind-energy,https://www.futurelearn.com/courses/psychological-first-aid-covid-19,FutureLearn,English,4 weeks,Beginner,4.5
introduction-tools-for-robotics,https://www.futurelearn.com/courses/psychological-first-aid-covid-19-responders-african-countries,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-photography-basics,https://www.futurelearn.com/courses/psychological-first-aid-for-children-and-young-people,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-pl-et,https://www.futurelearn.com/courses/psychologically-safe-and-inclusive-workplaces,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-politics,https://www.futurelearn.com/courses/public-financial-management,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-predictive-modelling,https://www.futurelearn.com/courses/public-health-history,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-product-management,https://www.futurelearn.com/courses/public-health-incidents-involving-lead,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-programming-with-python-fourth-rev-,https://www.futurelearn.com/courses/public-health-nursing-et-five,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-python-deep-learning,https://www.futurelearn.com/courses/public-health-nursing-et-four,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-python-new,https://www.futurelearn.com/courses/public-health-nursing-et-one,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-quantum-computing,https://www.futurelearn.com/courses/public-health-nursing-et-three,FutureLearn,English,4 weeks,Beginner,4.5
introductiontorfordatascience-r,https://www.futurelearn.com/courses/public-health-nursing-et-two,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-safeguarding-in-the-international-aid-sector,https://www.futurelearn.com/courses/pubs-history-consumers-management-and-protection,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-samuel-johnsons-rasselas,https://www.futurelearn.com/courses/pupillometry-course,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-shariah-governance,https://www.futurelearn.com/courses/putting-phenomenology-into-use-introduction-to-phenomenology-and-its-application-to-qualitative-research,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-sharks,https://www.futurelearn.com/courses/qard-basics-benevolent-loans-in-islamic-finance,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-short-term-islamic-liquidity-management-instruments,https://www.futurelearn.com/courses/qualitative-research-methods-for-mental-health-war-conflict,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-sport-health-and-exercise-sciences-at-university,https://www.futurelearn.com/courses/quality-improvement,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-statistics-without-maths,https://www.futurelearn.com/courses/querying-data-with-transact-sql-et,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-statistics-without-maths-basic-inferential-statistics,https://www.futurelearn.com/courses/querying-data-with-transact-sql-et2,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-statistics-without-maths-descriptive-statistics,https://www.futurelearn.com/courses/querying-data-with-transact-sql-r,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-statistics-without-maths-regressions,https://www.futurelearn.com/courses/quran-judaism-and-christianity,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-teaching-creative-writing,https://www.futurelearn.com/courses/radiation-protection-in-dental-practice,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-technology-assisted-decision-making,https://www.futurelearn.com/courses/radiation-therapy,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-the-culinary-art-of-plating,https://www.futurelearn.com/courses/raf-cold-war,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-the-learning-through-play-experience-tool,https://www.futurelearn.com/courses/railway-history-the-rise-of-the-railway-station,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-thermodynamics,https://www.futurelearn.com/courses/raising-capital,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-the-rule-of-law,https://www.futurelearn.com/courses/raising-startup-funds,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-the-un-sustainable-development-goals,https://www.futurelearn.com/courses/randomised-controlled-trials,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-translational-research-for-rare-diseases,https://www.futurelearn.com/courses/rare-genetic-disease,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-using-intravenous-anaesthesia-tiva,https://www.futurelearn.com/courses/ratio-analysis-sc,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-ux-and-accessible-design,https://www.futurelearn.com/courses/reading-a-film,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-virtual-reality,https://www.futurelearn.com/courses/real-estate-and-electric-mobility-in-the-age-of-climate-change,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-work-and-wellbeing-at-work,https://www.futurelearn.com/courses/recommender-systems-in-python,FutureLearn,English,4 weeks,Beginner,4.5
introduction-to-writing-fiction,https://www.futurelearn.com/courses/recreational-math,FutureLearn,English,4 weeks,Beginner,4.5
introducton-to-ai-deep-learning,https://www.futurelearn.com/courses/recruitment-selection-induction-basics,FutureLearn,English,4 weeks,Beginner,4.5
introductory-courses,https://www.futurelearn.com/courses/reflecting-and-sharing,FutureLearn,English,4 weeks,Beginner,4.5
intro-esg,https://www.futurelearn.com/courses/reflective-practice-in-leadership-et,FutureLearn,English,4 weeks,Beginner,4.5
introtobigdata,https://www.futurelearn.com/courses/reflective-practice-in-leadership-sc,FutureLearn,English,4 weeks,Beginner,4.5
intro-to-japanese-subculture,https://www.futurelearn.com/courses/regaining-a-sense-of-belonging-in-a-globalised-and-mobile-world,FutureLearn,English,4 weeks,Beginner,4.5
intro-to-japanese-subculture-j,https://www.futurelearn.com/courses/reimaginar-museos,FutureLearn,English,4 weeks,Beginner,4.5
intro-to-quantum-computing,https://www.futurelearn.com/courses/religion-sexual-wellbeing,FutureLearn,English,4 weeks,Beginner,4.5
intro-to-quantum-computing-j,https://www.futurelearn.com/courses/remote-and-triage-consultations,FutureLearn,English,4 weeks,Beginner,4.5
inventory-management-and-economic-ordering-et,https://www.futurelearn.com/courses/remote-control-warfare,FutureLearn,English,4 weeks,Beginner,4.5
investigating-a-murder-with-forensic-psychology,https://www.futurelearn.com/courses/renewable-energy-achieving-sustainability-through-bioenergy,FutureLearn,English,4 weeks,Beginner,4.5
investigating-innovation,https://www.futurelearn.com/courses/renewable-energy-microgrid-advancing-energy-transition,FutureLearn,English,4 weeks,Beginner,4.5
investigative-psychology-msc,https://www.futurelearn.com/courses/renewable-energy-sustainable-electricity-supply-with-microgrids,FutureLearn,English,4 weeks,Beginner,4.5
investing-in-diagnostics-for-the-silent-amr-pandemic-what-has-covid-19-taught-us-,https://www.futurelearn.com/courses/reporting-obligations-of-your-charity-part-a-overview-of-reporting-obligations,FutureLearn,English,4 weeks,Beginner,4.5
investing-technology,https://www.futurelearn.com/courses/reporting-obligations-of-your-charity-part-b-financial-skills-for-acnc-reporting-requirements-,FutureLearn,English,4 weeks,Beginner,4.5
investment-theory-and-practice,https://www.futurelearn.com/courses/research-construction-management,FutureLearn,English,4 weeks,Beginner,4.5
invitation-to-ex-noguchi-room-e,https://www.futurelearn.com/courses/research-ethics-an-introduction,FutureLearn,English,4 weeks,Beginner,4.5
invitation-to-ex-noguchi-room-preservation-and-utilization-of-cultural-property-in-university,https://www.futurelearn.com/courses/research-ethics-and-vulnerability-ethical-research-in-adults-with-impaired-decision-making-capacity,FutureLearn,English,4 weeks,Beginner,4.5
irish-201-an-introduction-to-irish-language-and-culture,https://www.futurelearn.com/courses/research-impact,FutureLearn,English,4 weeks,Beginner,4.5
irish-202-irish-language-and-culture-for-adults,https://www.futurelearn.com/courses/research-impact-respact-pathway-to-impactful-projects,FutureLearn,English,4 weeks,Beginner,4.5
irish-203-irish-language-and-culture-for-adults,https://www.futurelearn.com/courses/research-in-learning-communities,FutureLearn,English,4 weeks,Beginner,4.5
irish-204-irish-language-and-culture-for-adults,https://www.futurelearn.com/courses/research-matters,FutureLearn,English,4 weeks,Beginner,4.5
irish-205-irish-language-and-culture-for-adults,https://www.futurelearn.com/courses/research-methods-a-practical-guide-to-peer-and-community-research,FutureLearn,English,4 weeks,Beginner,4.5
irish-language,https://www.futurelearn.com/courses/research-methods-in-business,FutureLearn,English,4 weeks,Beginner,4.5
irish-language-2,https://www.futurelearn.com/courses/research-methods-psychology-animal-models-to-understand-human-behaviour,FutureLearn,English,4 weeks,Beginner,4.5
irish-language-3,https://www.futurelearn.com/courses/research-process,FutureLearn,English,4 weeks,Beginner,4.5
irish-language-4,https://www.futurelearn.com/courses/research-project,FutureLearn,English,4 weeks,Beginner,4.5
irish-language-5,https://www.futurelearn.com/courses/research-question,FutureLearn,English,4 weeks,Beginner,4.5
irish-language-6,https://www.futurelearn.com/courses/retinopathy-of-prematurity-practical-approaches-to-prevent-blindness,FutureLearn,English,4 weeks,Beginner,4.5
irish-language-7,https://www.futurelearn.com/courses/reversing-diabetes-fact-or-fiction,FutureLearn,English,4 weeks,Beginner,4.5
irish-language-8,https://www.futurelearn.com/courses/revolutionising-the-food-chain,FutureLearn,English,4 weeks,Beginner,4.5
is-a-phd-right-for-me,https://www.futurelearn.com/courses/revolutionising-the-food-chain-spanish,FutureLearn,English,4 weeks,Beginner,4.5
islamic-calligraphy,https://www.futurelearn.com/courses/right-to-education,FutureLearn,English,4 weeks,Beginner,4.5
islamic-finance-using-cash-waqf-as-a-socio-financial-tool,https://www.futurelearn.com/courses/risk-incidents-leadership,FutureLearn,English,4 weeks,Beginner,4.5
Italian for travel: Test your skills,https://www.futurelearn.com/courses/risk-management,FutureLearn,English,4 weeks,Beginner,4.5
it-and-computer-science,https://www.futurelearn.com/courses/robert-burns,FutureLearn,English,4 weeks,Beginner,4.5
it-and-computer-science,https://www.futurelearn.com/courses/robotic-future,FutureLearn,English,4 weeks,Beginner,4.5
james-joyce-life-place-fiction,https://www.futurelearn.com/courses/role-of-diagnostics-in-the-amr-response,FutureLearn,English,4 weeks,Beginner,4.5
jane-austen,https://www.futurelearn.com/courses/rome,FutureLearn,English,4 weeks,Beginner,4.5
japanese-avant-garde-art-butoh,https://www.futurelearn.com/courses/royal-fashion,FutureLearn,English,4 weeks,Beginner,4.5
japanese-book-paper,https://www.futurelearn.com/courses/running-away-drivers-awareness-and-responses,FutureLearn,English,4 weeks,Beginner,4.5
japanese-book-paper-j,https://www.futurelearn.com/courses/safeguarding-a-guide-for-charities,FutureLearn,English,4 weeks,Beginner,4.5
japanese-rare-books-culture,https://www.futurelearn.com/courses/safeguarding-implementation-in-the-international-aid-sector,FutureLearn,English,4 weeks,Beginner,4.5
japanese-rare-books-culture-j,https://www.futurelearn.com/courses/safeguarding-in-collaborative-international-research-contexts-challenges-opportunities,FutureLearn,English,4 weeks,Beginner,4.5
japanese-rare-books-sino,https://www.futurelearn.com/courses/safety-by-design,FutureLearn,English,4 weeks,Beginner,4.5
japanese-rare-books-sino-j,https://www.futurelearn.com/courses/sales-advertising-ethics-fashion-industry,FutureLearn,English,4 weeks,Beginner,4.5
journey-to-birth-tcd,https://www.futurelearn.com/courses/salud-de-la-mujer-en-el-postparto,FutureLearn,English,4 weeks,Beginner,4.5
keeping-busy-in-isolation,https://www.futurelearn.com/courses/scarcity-and-resources-in-healthcare,FutureLearn,English,4 weeks,Beginner,4.5
key-concepts-in-edi-identity-and-belonging,https://www.futurelearn.com/courses/school-for-change-agents-2,FutureLearn,English,4 weeks,Beginner,4.5
key-ideas-in-edi-understanding-bias-and-allyship,https://www.futurelearn.com/courses/science-behind-forensic-science,FutureLearn,English,4 weeks,Beginner,4.5
key-ideas-in-mentoring-mathematics-teachers,https://www.futurelearn.com/courses/science-communication-for-researchers,FutureLearn,English,4 weeks,Beginner,4.5
kick-start-your-endurance-training,https://www.futurelearn.com/courses/scientific-revolution,FutureLearn,English,4 weeks,Beginner,4.5
knifeskills,https://www.futurelearn.com/courses/screenwriting,FutureLearn,English,4 weeks,Beginner,4.5
know-your-learners,https://www.futurelearn.com/courses/searching-and-researching,FutureLearn,English,4 weeks,Beginner,4.5
korea-global-context,https://www.futurelearn.com/courses/security-by-design,FutureLearn,English,4 weeks,Beginner,4.5
korean-alphabet-hangeul,https://www.futurelearn.com/courses/seeing-how-the-brain-creates-the-visual-world,FutureLearn,English,4 weeks,Beginner,4.5
korean-language-learning-intermediate,https://www.futurelearn.com/courses/selecting-and-entering-global-markets-et,FutureLearn,English,4 weeks,Beginner,4.5
laboratory-biosafety-introduction-to-risk-assessment-and-managing-biohazards,https://www.futurelearn.com/courses/selecting-and-entering-global-markets-sc,FutureLearn,English,4 weeks,Beginner,4.5
